Category,Product_ID,Total_Revenue,Total_Units
Feminine,10588,118961.85,490
Feminine,12691,118920.45,948
Feminine,5546,118796.3,483
Feminine,14145,118610.2,882
Feminine,13521,118556.14,890
Feminine,9831,118531.93000000001,697
Feminine,10323,118511.3,516
Feminine,6924,118323.15,791
Feminine,8014,118299.0,752
Feminine,11136,118169.5,517
Feminine,5312,118018.0,450
Feminine,8744,118010.15,762
Feminine,13679,117992.26,841
Feminine,6373,117942.4,872
Feminine,8976,117921.0,535
Feminine,10252,117861.1,542
Feminine,14041,117849.5,859
Feminine,10481,117689.93,698
Feminine,11734,117587.6,493
Feminine,13840,117561.6,784
Feminine,11812,117548.0,521
Feminine,14849,117488.68,864
Feminine,12514,117339.7,794
Feminine,9836,117245.9,535
Feminine,11472,117228.25,554
Feminine,6404,117139.1,748
Feminine,9212,117070.75,503
Feminine,4064,117059.3,482
Feminine,9621,116988.15,476
Feminine,9470,116946.0,514
Feminine,10642,116924.95,508
Feminine,14569,116635.7,927
Feminine,12073,116621.9,1013
Feminine,6430,116606.75,755
Feminine,11966,116493.0,832
Feminine,13573,116463.85,909
Feminine,14878,116454.2,783
Feminine,11888,116427.5,509
Feminine,13711,116423.35,1009
Feminine,9491,116407.95,511
Feminine,4246,116321.5,448
Feminine,14823,116221.14,940
Feminine,9179,116200.0,494
Feminine,11786,116178.25,502
Feminine,14462,116087.0,805
Feminine,14516,116001.9,830
Feminine,10122,115980.9,483
Feminine,10590,115918.5,599
Feminine,10952,115900.0,478
Feminine,6844,115669.1,772
Feminine,13053,115639.08,828
Feminine,11079,115464.04,721
Feminine,9753,115409.2,744
Feminine,13394,115384.14,987
Feminine,13887,115286.28,953
Feminine,11500,115231.6,525
Feminine,11651,115224.8,679
Feminine,8919,115180.08,835
Feminine,10096,115156.9,490
Feminine,13783,115150.1,936
Feminine,12564,115118.9,815
Feminine,10453,114927.35,507
Feminine,6558,114886.3,754
Feminine,7673,114859.01,897
Feminine,3128,114806.85,456
Feminine,7548,114738.6,741
Feminine,5780,114641.0,489
Feminine,4090,114611.1,426
Feminine,13056,114596.61,969
Feminine,8066,114537.7,755
Feminine,8659,114441.31,799
Feminine,11602,114428.2,475
Feminine,14179,114334.4,937
Feminine,13549,114333.84,965
Feminine,7309,114274.9,847
Feminine,8482,114106.1,746
Feminine,7832,114055.2,773
Feminine,7983,114007.25,845
Feminine,5026,113903.6,457
Feminine,14380,113677.04,947
Feminine,12899,113640.55,947
Feminine,7281,113544.32,781
Feminine,13859,113539.85,880
Feminine,12096,113489.5,847
Feminine,14225,113396.25,901
Feminine,9909,113328.7,714
Feminine,12878,113314.65,848
Feminine,7205,113262.62,841
Feminine,12533,113241.16,877
Feminine,12717,113155.16,882
Feminine,9498,113152.75,517
Feminine,13523,113124.78,863
Feminine,14509,113069.08,986
Feminine,11160,112947.0,539
Feminine,14644,112919.8,847
Feminine,14020,112871.85,794
Feminine,6690,112864.7,815
Feminine,8510,112835.85,783
Feminine,6248,112647.65,784
Feminine,3953,112507.0,449
Feminine,4740,112414.25,432
Feminine,11682,112277.25,541
Feminine,14718,112269.11,919
Feminine,14904,112239.7,807
Feminine,12460,112154.75,827
Feminine,9626,112123.5,506
Feminine,4272,112003.3,442
Feminine,13158,111932.85,962
Feminine,8690,111864.0,769
Feminine,7286,111863.25,793
Feminine,10949,111834.59,736
Feminine,8978,111697.15,511
Feminine,12275,111645.39,971
Feminine,9673,111460.1,520
Feminine,11578,111425.45,508
Feminine,3672,111420.2,458
Feminine,8479,111417.18,924
Feminine,11961,111397.7,877
Feminine,12637,111319.52,856
Feminine,3180,111276.2,451
Feminine,11391,111065.43,746
Feminine,9784,111024.1,514
Feminine,11292,110910.5,559
Feminine,3050,110835.6,436
Feminine,14093,110782.41,890
Feminine,12749,110772.85,959
Feminine,13080,110763.70999999999,972
Feminine,14197,110734.24,906
Feminine,8841,110717.5,873
Feminine,4402,110438.1,402
Feminine,7080,110391.2,800
Feminine,14694,110387.05,984
Feminine,10637,110339.95,687
Feminine,6319,110285.58,826
Feminine,13786,110251.2,820
Feminine,12223,110247.11,937
Feminine,12801,110221.05,928
Feminine,8326,110214.7,760
Feminine,11422,110186.5,529
Feminine,12484,110154.87,907
Feminine,14563,110152.84,927
Feminine,9444,110131.35,494
Feminine,3204,110125.5,452
Feminine,13704,110107.75,980
Feminine,8765,109987.73,841
Feminine,11545,109946.35,541
Feminine,10427,109934.0,489
Feminine,13548,109908.0,940
Feminine,14587,109783.93,883
Feminine,11235,109783.59,715
Feminine,9134,109762.0,513
Feminine,13685,109716.1,886
Feminine,11833,109707.43,687
Feminine,9415,109689.93000000001,725
Feminine,9987,109645.66,659
Feminine,6919,109498.03,801
Feminine,13651,109364.98,869
Feminine,10507,109360.33,750
Feminine,7728,109290.95,752
Feminine,12041,109287.02,896
Feminine,9992,109232.8,479
Feminine,3362,109194.1,384
Feminine,9283,109148.0,512
Feminine,11864,109133.55,518
Feminine,3388,109097.15,411
Feminine,8146,109069.25,748
Feminine,3934,109048.2,461
Feminine,13653,108875.13,928
Feminine,12951,108844.49,961
Feminine,10557,108833.95,502
Feminine,9101,108776.7,499
Feminine,14665,108727.21,900
Feminine,6449,108681.35,786
Feminine,10143,108431.79,734
Feminine,6007,108431.78,816
Feminine,14147,108397.62,1007
Feminine,5520,108295.5,481
Feminine,9940,108277.7,514
Feminine,4454,108142.2,495
Feminine,13131,108057.28,781
Feminine,14484,108033.7,986
Feminine,11628,108031.6,563
Feminine,3830,108030.75,489
Feminine,9782,107843.5,493
Feminine,12874,107754.86,974
Feminine,13290,107697.1,912
Feminine,11521,107693.94,650
Feminine,10900,107628.8,524
Feminine,11963,107556.7,906
Feminine,7210,107554.6,761
Feminine,14829,107528.35,960
Feminine,7858,107505.2,719
Feminine,12639,107379.68,947
Feminine,14172,107379.6,921
Feminine,13086,107376.7,793
Feminine,12273,107282.48,860
Feminine,8560,107166.95,775
Feminine,12897,107145.6,918
Feminine,6059,107097.6,764
Feminine,5773,107048.5,490
Feminine,14640,107020.9,976
Feminine,8503,106944.6,880
Feminine,8088,106860.43,933
Feminine,12169,106837.58,903
Feminine,9602,106822.6,515
Feminine,3882,106782.5,492
Feminine,8198,106776.15,745
Feminine,9706,106724.2,455
Feminine,11909,106719.25,482
Feminine,8217,106613.8,881
Feminine,14692,106538.7,931
Feminine,8061,106528.47,857
Feminine,3102,106498.5,437
Feminine,11576,106494.6,487
Feminine,6428,106456.55,740
Feminine,14460,106445.59,964
Feminine,14309,106436.5,928
Feminine,3537,106421.3,462
Feminine,6196,106223.75,816
Feminine,13264,106202.89,950
Feminine,11755,106169.39,717
Feminine,3279,106071.98,653
Feminine,8349,106059.69,835
Feminine,11082,106046.0,541
Feminine,13340,105964.05,892
Feminine,6763,105931.75,844
Feminine,6554,105818.98,900
Feminine,13320,105818.6,812
Feminine,7099,105814.15,795
Feminine,14358,105775.75,881
Feminine,8432,105685.9,739
Feminine,8952,105618.5,825
Feminine,8713,105512.01,873
Feminine,5624,105495.7,424
Feminine,8040,105440.1,772
Feminine,8167,105327.71,844
Feminine,12586,105273.25,1009
Feminine,12066,105236.83,960
Feminine,9730,105186.0,505
Feminine,11680,105163.4,540
Feminine,11287,105128.38,693
Feminine,14302,105063.74,1015
Feminine,8380,105022.2,815
Feminine,11209,105018.2,676
Feminine,7957,104929.05,855
Feminine,5234,104911.1,460
Feminine,7234,104908.35,768
Feminine,14667,104853.57,884
Feminine,14075,104805.75,920
Feminine,11417,104754.52,710
Feminine,14049,104753.55,930
Feminine,10978,104617.9,511
Feminine,4038,104585.0,462
Feminine,13835,104583.17,1033
Feminine,7101,104560.9,797
Feminine,10044,104542.25,518
Feminine,7255,104533.88,806
Feminine,11285,104531.0,516
Feminine,9132,104520.7,467
Feminine,9881,104506.8,528
Feminine,13625,104409.59,860
Feminine,14231,104339.55,911
Feminine,10434,104163.0,519
Feminine,13581,104160.75,965
Feminine,9548,104143.65,475
Feminine,10715,104098.43,696
Feminine,8661,104096.34,856
Feminine,10531,104035.25,501
Feminine,11989,104007.26,994
Feminine,6035,103993.76,847
Feminine,6189,103828.35,805
Feminine,11964,103814.01,913
Feminine,3908,103729.85,427
Feminine,12720,103645.0,791
Feminine,3544,103617.05,464
Feminine,8586,103592.05,778
Feminine,11623,103541.3,524
Feminine,3849,103459.05,443
Feminine,13703,103413.2,856
Feminine,8453,103373.68,875
Feminine,14354,103346.46,948
Feminine,12482,103276.7,932
Feminine,14355,103250.3,863
Feminine,3492,103233.7,410
Feminine,10640,103172.1,530
Feminine,13964,103108.13,974
Feminine,7808,102979.15,744
Feminine,13938,102974.63,928
Feminine,7542,102971.05,908
Feminine,13132,102919.81,957
Feminine,14798,102904.5,893
Feminine,12299,102880.49,900
Feminine,6012,102829.3,744
Feminine,6191,102761.98,834
Feminine,6506,102748.35,761
Feminine,14249,102703.2,870
Feminine,13729,102661.55,895
Feminine,5544,102613.25,485
Feminine,8375,102551.89,866
Feminine,13211,102551.66,918
Feminine,4974,102522.2,454
Feminine,8459,102480.9,870
Feminine,7359,102407.35,801
Feminine,13885,102406.7,827
Feminine,14614,102391.5,985
Feminine,12746,102383.7,800
Feminine,10304,102374.1,481
Feminine,6320,102294.5,915
Feminine,3726,102289.0,463
Feminine,9082,102280.0,556
Feminine,12040,102267.4,973
Feminine,10200,102246.5,529
Feminine,10479,102236.5,466
Feminine,9810,102231.45,507
Feminine,10091,102207.59,706
Feminine,9623,102202.37,739
Feminine,6425,102148.55,807
Feminine,10689,102121.35,726
Feminine,10328,102053.0,494
Feminine,7338,102007.0,741
Feminine,5466,102001.0,442
Feminine,8165,101993.09,821
Feminine,10923,101891.06,694
Feminine,6352,101887.65,711
Feminine,13106,101883.8,920
Feminine,5463,101881.23,642
Feminine,12379,101806.11,925
Feminine,12456,101776.26,1001
Feminine,8139,101692.25,780
Feminine,9805,101675.23,683
Feminine,9160,101665.3,512
Feminine,9316,101658.8,525
Feminine,12775,101656.65,949
Feminine,12794,101597.06,1008
Feminine,8711,101585.0,877
Feminine,9309,101537.3,499
Feminine,12668,101516.35,780
Feminine,10356,101508.75,484
Feminine,5721,101483.7,457
Feminine,3778,101420.0,534
Feminine,10299,101415.26,709
Feminine,14670,101400.2,813
Feminine,8037,101332.34,887
Feminine,6168,101300.3,815
Feminine,6971,101296.86,903
Feminine,13945,101289.45,902
Feminine,8451,101272.25,783
Feminine,7834,101244.55,772
Feminine,4083,101207.8,462
Feminine,6450,101171.1,898
Feminine,10408,101109.3,481
Feminine,6399,101099.48,876
Feminine,3019,101087.95,616
Feminine,8737,101044.5,847
Feminine,10174,101011.95,502
Feminine,10278,101005.95,565
Feminine,12229,100908.7,904
Feminine,3674,100908.2,493
Feminine,14226,100860.54,997
Feminine,14381,100838.79,979
Feminine,9576,100822.0,533
Feminine,7184,100816.3,750
Feminine,8820,100813.1,736
Feminine,5884,100805.2,468
Feminine,11006,100764.7,465
Feminine,9233,100764.6,720
Feminine,11131,100666.66,672
Feminine,12793,100652.96,881
Feminine,9472,100619.9,519
Feminine,3386,100588.75,457
Feminine,8563,100565.95,856
Feminine,12122,100525.6,813
Feminine,12541,100494.9,876
Feminine,5931,100462.37,633
Feminine,14458,100457.22,1067
Feminine,6659,100443.35,806
Feminine,14850,100397.03,943
Feminine,6451,100354.35,822
Feminine,7725,100326.06,843
Feminine,13472,100300.06,961
Feminine,8427,100247.94,816
Feminine,8607,100240.45,792
Feminine,13997,100225.85,944
Feminine,5260,100208.0,502
Feminine,10741,100199.1,742
Feminine,6688,100048.65,793
Feminine,11935,100037.8,494
Feminine,5671,100012.51,647
Feminine,11962,99971.74,919
Feminine,11365,99920.49,669
Feminine,13391,99868.95,879
Feminine,3828,99864.9,510
Feminine,4948,99801.6,483
Feminine,7598,99779.25,810
Feminine,3797,99727.5,427
Feminine,12697,99705.05,959
Feminine,11032,99626.6,491
Feminine,14536,99564.46,999
Feminine,12950,99560.62,990
Feminine,14382,99532.23,958
Feminine,9777,99492.9,497
Feminine,13734,99491.75,825
Feminine,13677,99450.85,831
Feminine,13893,99450.8,954
Feminine,7750,99435.7,887
Feminine,9236,99385.6,526
Feminine,3594,99334.7,437
Feminine,12821,99329.75,903
Feminine,4506,99307.2,395
Feminine,6064,99284.35,789
Feminine,6945,99255.26,794
Feminine,6534,99240.4,742
Feminine,9028,99060.95,488
Feminine,14101,98960.9,881
Feminine,10902,98943.25,543
Feminine,3646,98923.0,445
Feminine,9628,98903.2,497
Feminine,10349,98901.0,535
Feminine,6061,98899.36,873
Feminine,13963,98893.18,829
Feminine,14666,98878.72,990
Feminine,8895,98790.98,823
Feminine,10791,98644.55,531
Feminine,7541,98621.16,823
Feminine,14588,98578.15,961
Feminine,5024,98575.25,463
Feminine,4194,98569.55,429
Feminine,4241,98525.07,673
Feminine,8796,98452.0,731
Feminine,4556,98439.75,467
Feminine,4187,98429.95,452
Feminine,12434,98270.0,792
Feminine,7312,98222.2,775
Feminine,13235,98216.22,806
Feminine,13055,98127.56999999999,894
Feminine,7653,98091.75,851
Feminine,5468,98084.1,451
Feminine,7442,98080.0,789
Feminine,11389,98007.5,512
Feminine,13860,97955.0,897
Feminine,4790,97935.8,504
Feminine,8634,97923.3,913
Feminine,11599,97912.26,732
Feminine,8347,97829.62,771
Feminine,4478,97818.5,453
Feminine,12404,97809.78,923
Feminine,4057,97764.55,459
Feminine,11342,97746.0,467
Feminine,14153,97705.9,876
Feminine,9392,97681.95,551
Feminine,12352,97673.4,960
Feminine,11703,97673.22,683
Feminine,14720,97658.08,992
Feminine,14927,97648.1,949
Feminine,3698,97628.5,457
Feminine,4317,97611.0,472
Feminine,13210,97553.85,940
Feminine,7572,97505.0,786
Feminine,3024,97430.25,418
Feminine,13058,97313.75,830
Feminine,7546,97250.35,748
Feminine,13418,97122.45,993
Feminine,11831,97113.1,479
Feminine,5052,97089.5,459
Feminine,9857,97084.93,666
Feminine,13186,97081.95,959
Feminine,10403,97078.89,780
Feminine,7910,96998.75,764
Feminine,12307,96874.15,971
Feminine,5986,96755.2,730
Feminine,7335,96730.7,889
Feminine,5390,96710.8,458
Feminine,12846,96688.74,1023
Feminine,12047,96679.85,937
Feminine,11233,96642.1,524
Feminine,11885,96604.95,746
Feminine,8248,96598.2,759
Feminine,10380,96576.7,485
Feminine,13237,96543.99,963
Feminine,7021,96505.0,788
Feminine,5567,96502.0,677
Feminine,5832,96467.8,421
Feminine,6482,96453.3,748
Feminine,5489,96452.69,588
Feminine,4655,96417.3,434
Feminine,9935,96392.56,686
Feminine,10198,96382.7,507
Feminine,4603,96353.0,476
Feminine,4007,96204.86,662
Feminine,13627,96198.61,943
Feminine,4764,96167.5,468
Feminine,12327,96143.7,947
Feminine,11519,96137.8,517
Feminine,12567,96084.4,938
Feminine,13841,96078.35,910
Feminine,8477,95995.11,826
Feminine,8562,95993.65,759
Feminine,6766,95989.05,798
Feminine,8401,95983.61,881
Feminine,5674,95921.35,434
Feminine,14023,95911.25,919
Feminine,8739,95895.08,841
Feminine,4816,95879.0,467
Feminine,13599,95850.98,944
Feminine,8011,95810.78,896
Feminine,14067,95793.82,891
Feminine,12224,95793.17,927
Feminine,11157,95752.74,692
Feminine,9522,95726.9,516
Feminine,11394,95699.6,538
Feminine,4085,95690.62,593
Feminine,7107,95590.5,853
Feminine,4428,95584.3,471
Feminine,14618,95578.5,828
Feminine,9387,95577.1,495
Feminine,9649,95573.3,693
Feminine,9051,95555.97,658
Feminine,12145,95554.94,906
Feminine,10221,95521.75,715
Feminine,12328,95506.56999999999,938
Feminine,11368,95504.7,466
Feminine,12949,95474.46,843
Feminine,13054,95419.64,934
Feminine,12429,95357.25,851
Feminine,7283,95356.66,873
Feminine,7515,95353.78,834
Feminine,14930,95311.25,850
Feminine,14277,95302.07,924
Feminine,5232,95290.4,495
Feminine,10616,95287.5,547
Feminine,13261,95252.1,897
Feminine,6893,95196.45,809
Feminine,13002,95183.85,943
Feminine,11266,95131.2,472
Feminine,6789,95096.81,820
Feminine,12380,95004.6,889
Feminine,5515,94936.47,636
Feminine,5726,94929.75,459
Feminine,3206,94898.0,495
Feminine,12094,94831.24,934
Feminine,6532,94822.4,745
Feminine,14356,94814.36,941
Feminine,10973,94806.45,482
Feminine,13496,94777.75,996
Feminine,14512,94749.9,957
Feminine,13942,94729.1,800
Feminine,7879,94713.27,821
Feminine,3620,94661.75,436
Feminine,3178,94636.2,515
Feminine,12301,94618.48,925
Feminine,6268,94547.77,922
Feminine,8245,94543.93,815
Feminine,12853,94508.5,924
Feminine,13136,94432.6,838
Feminine,13209,94390.36,867
Feminine,11942,94379.6,538
Feminine,8036,94328.08,921
Feminine,13321,94321.55,951
Feminine,7880,94290.14,909
Feminine,3906,94199.5,488
Feminine,13399,94193.7,899
Feminine,12353,94190.27,966
Feminine,10663,94165.22,687
Feminine,13032,94142.45,861
Feminine,10564,94111.75,493
Feminine,8115,94105.58,906
Feminine,13652,94097.68,1005
Feminine,14822,94014.45,952
Feminine,5154,93969.4,446
Feminine,6456,93964.9,724
Feminine,14044,93928.79,927
Feminine,10798,93839.3,481
Feminine,12924,93779.71,1001
Feminine,8742,93743.65,726
Feminine,7886,93727.65,700
Feminine,3901,93686.6,426
Feminine,6587,93637.6,857
Feminine,6632,93564.96,911
Feminine,10065,93542.65,688
Feminine,9389,93529.1,737
Feminine,6710,93429.5,862
Feminine,3799,93386.46,626
Feminine,4688,93317.4,444
Feminine,8251,93269.4,840
Feminine,13314,93248.78,962
Feminine,13706,93212.9,960
Feminine,8193,93152.25,828
Feminine,7104,93122.8,858
Feminine,7366,93109.75,695
Feminine,8222,93096.25,773
Feminine,7520,93085.45,767
Feminine,8322,93057.91,854
Feminine,7211,93033.8,928
Feminine,14847,92901.75,899
Feminine,14146,92867.19,952
Feminine,11727,92801.85,533
Feminine,10375,92787.35,516
Feminine,3149,92777.70999999999,657
Feminine,12067,92748.74,890
Feminine,9314,92733.0,532
Feminine,7646,92723.96,878
Feminine,8534,92721.0,754
Feminine,7679,92717.4,863
Feminine,4291,92649.3,467
Feminine,11212,92628.4,516
Feminine,7023,92551.63,816
Feminine,9420,92544.3,556
Feminine,6301,92391.7,870
Feminine,5572,92369.8,513
Feminine,14224,92357.26,903
Feminine,7075,92292.09,796
Feminine,4475,92152.16,645
Feminine,5047,92151.93000000001,661
Feminine,7777,92094.56,878
Feminine,13477,92070.95,895
Feminine,8816,92060.3,881
Feminine,13396,92028.95,841
Feminine,9862,91976.1,512
Feminine,11474,91922.55,520
Feminine,7178,91920.6,899
Feminine,9600,91892.7,537
Feminine,4896,91877.6,486
Feminine,11077,91864.0,532
Feminine,8508,91841.65,770
Feminine,10458,91818.0,439
Feminine,8192,91682.58,814
Feminine,12118,91604.15,969
Feminine,13784,91592.95,868
Feminine,10486,91558.9,543
Feminine,8712,91557.25,883
Feminine,5984,91501.94,854
Feminine,14408,91495.84,871
Feminine,14770,91471.7,904
Feminine,5305,91425.85,485
Feminine,11779,91396.8,521
Feminine,6475,91388.9,775
Feminine,7595,91328.72,887
Feminine,11911,91247.24,757
Feminine,6244,91225.5,916
Feminine,8896,91186.97,868
Feminine,13469,91182.43,872
Feminine,9103,91123.79,721
Feminine,3459,91113.8,429
Feminine,12509,91104.28,953
Feminine,12871,91073.05,870
Feminine,13392,91066.4,996
Feminine,7050,91037.72,912
Feminine,8582,91034.35,852
Feminine,12018,91013.1,843
Feminine,4662,90894.7,444
Feminine,7853,90871.57,894
Feminine,6892,90858.0,895
Feminine,12769,90793.75,929
Feminine,12458,90786.65,859
Feminine,8426,90745.7,943
Feminine,5825,90703.8,479
Feminine,13367,90614.73,916
Feminine,14725,90600.85,887
Feminine,10772,90559.5,488
Feminine,14719,90441.68,944
Feminine,8407,90423.05,784
